"","chromosome","start","stop","driver_line","X5","X6","gene"
"2867","chr2R",5822255,5825023,"R91E03",1000,"+","dpr12"
"2868","chr2R",5822381,5824579,"VT012289",50,".","dpr12"
"2869","chr2R",5823568,5826570,"R91E02",1000,"+",NA
"2870","chr2R",5824135,5826225,"VT012290",50,".","dpr12"
"2871","chr2R",5825844,5827960,"VT012291",50,".","dpr12"
"2872","chr2R",5827248,5830818,"R91D07",1000,"+","dpr12"
"2873","chr2R",5827538,5829651,"VT012292",50,".","dpr12"
"2874","chr2R",5829254,5831348,"VT012293",50,".","dpr12"
"2875","chr2R",5829318,5832316,"R91D11",1000,"+","dpr12"
"2876","chr2R",5830962,5833060,"VT012294",50,".","dpr12"
"2877","chr2R",5831772,5835604,"R91D04",1000,"+","dpr12"
"2878","chr2R",5834132,5837136,"R91D06",1000,"+","dpr12"
"2879","chr2R",5836078,5838219,"VT012297",50,".","dpr12"
"2880","chr2R",5836383,5840381,"R91D12",1000,"+",NA
"2881","chr2R",5837838,5839941,"VT012298",50,".","dpr12"
"2882","chr2R",5838942,5841874,"R91D03",1000,"+",NA
"2883","chr2R",5839526,5841718,"VT012299",50,".","dpr12"
"2884","chr2R",5840859,5844392,"R91D08",1000,"+","dpr12"
"2885","chr2R",5841264,5843366,"VT012300",50,".","dpr12"
"2886","chr2R",5842978,5845054,"VT012301",50,".","dpr12"
"2887","chr2R",5843450,5846657,"R91E01",1000,"+",NA
"2888","chr2R",5847402,5851249,"R91D09",1000,"+",NA
"2889","chr2R",5848694,5850761,"VT012304",50,".","dpr12"
"2890","chr2R",5850382,5852542,"VT012305",50,".","dpr12"
"2891","chr2R",5850474,5852997,"R91D10",1000,"+","dpr12"
"2892","chr2R",5852115,5854220,"VT012306",50,".","dpr12"
"2893","chr2R",5855454,5857629,"VT012308",50,".","dpr12"
"2894","chr2R",5857088,5859339,"VT012309",50,".","dpr12"
"2895","chr2R",5857551,5858472,"R47A08",1000,"+","dpr12"
"2896","chr2R",5858991,5861097,"VT012310",50,".","dpr12"
"2897","chr2R",5865640,5867748,"VT012314",50,".","dpr12"
"2898","chr2R",5874054,5876387,"VT012316",50,".","dpr12"
"2899","chr2R",5877452,5879685,"VT012318",50,".","dpr12"
"2900","chr2R",5879108,5881186,"VT012319",50,".","dpr12"
"2901","chr2R",5880649,5882878,"VT012320",50,".","dpr12"
"2902","chr2R",5885527,5887635,"VT012323",50,".","dpr12"
"2903","chr2R",5893070,5895159,"VT012327",50,".","dpr12"
"2904","chr2R",5894873,5896976,"VT012328",50,".","dpr12"
"2905","chr2R",5898417,5900544,"VT012330",50,".","dpr12"
"2906","chr2R",6047321,6050015,"VT012398",50,".","CG34211"
"2907","chr2R",6050073,6051015,"VT012399",50,".","CG34212"
"2908","chr2R",6050980,6053147,"VT012400",50,".","CCHa2-R"
"2909","chr2R",6053761,6055949,"VT012402",50,".","CCHa2-R"
"2910","chr2R",6055309,6057394,"VT012403",50,".","CG7856"
"2911","chr2R",6059564,6062813,"R57G09",1000,"+",NA
"2912","chr2R",6060854,6063003,"VT012405",50,".","CCHa2-R"
"2913","chr2R",6063170,6064693,"R18A12",1000,"+","CCHa2-R"
"2914","chr2R",6064197,6066327,"VT012407",50,".","CCHa2-R"
"2915","chr2R",6065226,6067546,"VT012408",50,".","CCHa2-R"
"2916","chr2R",6066268,6067324,"R17H10",1000,"+",NA
"2917","chr2R",6067623,6069737,"VT012409",50,".","l(2)k09848"
"2918","chr2R",6069421,6071539,"VT012410",50,".","l(2)k09848"
"2919","chr2R",6071234,6073323,"VT012411",50,".","l(2)k09848"
"2920","chr2R",6073012,6075168,"VT012412",50,".","l(2)k09848"
"2921","chr2R",6094106,6094582,"R43A03",1000,"-","EcR"
"2922","chr2R",6094628,6096763,"R43G06",1000,"-",NA
"2923","chr2R",6101917,6104975,"R44F12",1000,"-","EcR"
"2924","chr2R",6103621,6106606,"R44F06",1000,"-","EcR"
"2925","chr2R",6105663,6109782,"R46E10",1000,"-",NA
"2926","chr2R",6108312,6112211,"R46B07",1000,"-","EcR"
"2927","chr2R",6110475,6112578,"VT012429",50,".","EcR"
"2928","chr2R",6110984,6113969,"R44F05",1000,"-","EcR"
"2929","chr2R",6112226,6114328,"VT012430",50,".","EcR"
"2930","chr2R",6113442,6117303,"R46A10",1000,"-",NA
"2931","chr2R",6113943,6116014,"VT012431",50,".","EcR"
"2932","chr2R",6117404,6119510,"VT012433",50,".","EcR"
"2933","chr2R",6119336,6122940,"R45D06",1000,"-","EcR"
"2934","chr2R",6123334,6125625,"VT012436",50,".","EcR"
"2935","chr2R",6123809,6126453,"R44C04",1000,"-","EcR"
"2936","chr2R",6126905,6129002,"VT012438",50,".","EcR"
"2937","chr2R",6128551,6130742,"VT012439",50,".","EcR"
"2938","chr2R",6128650,6131093,"R44A11",1000,"-","EcR"
"2939","chr2R",6130298,6132424,"VT012440",50,".","EcR"
"2940","chr2R",6131998,6134099,"VT012441",50,".","EcR"
"2941","chr2R",6133693,6135785,"VT012442",50,".","EcR"
"2942","chr2R",6134075,6136930,"R44E04",1000,"-","EcR"
"2943","chr2R",6135607,6139177,"R45C10",1000,"-","EcR"
"2944","chr2R",6139532,6141637,"VT012445",50,".","EcR"
"2945","chr2R",6141265,6143345,"VT012446",50,".","tRNA:Lys-CTT-1-1"
"2946","chr2R",6143007,6145110,"VT012447",50,".","EcR"
"2947","chr2R",6143883,6147893,"R46E08",1000,"-","EcR"
"2948","chr2R",6146377,6148621,"VT012449",50,".","EcR"
"2949","chr2R",6146704,6149157,"R44B03",1000,"-","EcR"
"2950","chr2R",6147868,6151866,"R46E06",1000,"-","EcR"
"2951","chr2R",6150035,6152183,"VT012451",50,".","EcR"
"2952","chr2R",6156972,6160879,"R46B10",1000,"-","EcR"
"2953","chr2R",6530140,6532210,"VT012557",50,".","jing"
"2954","chr2R",6591530,6593714,"VT012590",50,".",NA
"2955","chr2R",6593091,6595309,"VT012591",50,".",NA
"2956","chr2R",6596540,6598663,"VT012593",50,".","jing"
"2957","chr2R",6599886,6601992,"VT012595",50,".","CG15233"
"2958","chr2R",6603278,6605378,"VT012597",50,".","jing"
"2959","chr2R",6607113,6610682,"R90E03",1000,"+",NA
"2960","chr2R",6610907,6612969,"VT012601",50,".","jing"
"2961","chr2R",6612203,6614353,"VT012602",50,".","jing"
"2962","chr2R",6618039,6618956,"VT012603",50,".","jing"
"2963","chr2R",6624486,6627259,"VT012606",50,".","CG33919"
"2964","chr2R",6629329,6631427,"VT012608",50,".","Vha16-1"
"2965","chr2R",6631052,6633163,"VT012609",50,".","Trap1"
"2966","chr2R",6633083,6633775,"VT012610",50,".","Trap1"
"2967","chr2R",6649529,6652021,"R53B11",1000,"+",NA
"2968","chr2R",6662732,6664063,"R25E10",1000,"+","Adf1"
"2969","chr2R",6668149,6669134,"VT012626",50,".","CG9410"
"2970","chr2R",6675423,6677123,"VT012630",50,".","Rpp25"
"2971","chr2R",6678887,6681147,"VT012632",50,".","Rpp25"
"2972","chr2R",6680158,6682286,"VT012633",50,".","Rpp25"
"2973","chr2R",6681206,6683373,"VT012634",50,".","CG15909"
"2974","chr2R",6685600,6687504,"VT012636",50,".","Tdc2"
"2975","chr2R",6685749,6686702,"R16A01",1000,"-",NA
"2976","chr2R",6686759,6687163,"R15G03",1000,"-",NA
"2977","chr2R",6688247,6690349,"VT012637",50,".","Tdc2"
"2978","chr2R",6688473,6689911,"R16B04",1000,"-","Tdc2"
"2979","chr2R",6689890,6692538,"R57F09",1000,"-","Tdc2"
"2980","chr2R",6690264,6692339,"VT012639",50,".","Rpp25"
"2981","chr2R",6696070,6698123,"VT012642",50,".","Mob4"
"2982","chr2R",6696585,6696752,"VT012643",50,".","Mob4"
"2983","chr2R",6816533,6818649,"VT012709",50,".",NA
"2984","chr2R",6817017,6820552,"R59A06",1000,"+","CG15236"
"2985","chr2R",6819636,6821738,"VT012711",50,".",NA
"2986","chr2R",6819691,6823493,"R59C07",1000,"+","CG15236"
"2987","chr2R",6821211,6823296,"VT012712",50,".","CG15236"
"2988","chr2R",6822761,6826607,"R59C10",1000,"+","CG15236"
"2989","chr2R",6822764,6824910,"VT012713",50,".","CG15236"
"2990","chr2R",6824238,6826486,"VT012714",50,".","CG15236"
"2991","chr2R",6825440,6828054,"R55D08",1000,"+","CG15236"
"2992","chr2R",6828381,6830496,"VT012716",50,".","CG15236"
"2993","chr2R",6828610,6829566,"R54H04",1000,"+","CG15236"
"2994","chr2R",6829365,6831570,"VT012717",50,".","CG34215"
"2995","chr2R",6830023,6832677,"R55D10",1000,"+","CG15236"
"2996","chr2R",6830600,6832832,"VT012718",50,".","CG34215"
"2997","chr2R",6832906,6833647,"R54F10",1000,"+",NA
"2998","chr2R",6834848,6835543,"VT012720",50,".","CG15236"
"2999","chr2R",6834893,6835517,"R54E06",1000,"+","CG15236"
"3000","chr2R",6835962,6836753,"VT012721",50,".","CG15236"
"3001","chr2R",6836036,6836568,"R54D09",1000,"+","CG15236"
"3002","chr2R",6887362,6887884,"R71A04",1000,"+",NA
"3003","chr2R",6887418,6889886,"VT012752",50,".","Spn42De"
"3004","chr2R",6891789,6893935,"VT012754",50,".","CG30158"
"3005","chr2R",6893456,6895616,"VT012755",50,".","CG30158"
"3006","chr2R",6895285,6897398,"VT012756",50,".","CG30158"
"3007","chr2R",6897036,6899147,"VT012757",50,".","CG30158"
"3008","chr2R",6900605,6902781,"VT012759",50,".","CG30158"
"3009","chr2R",6902283,6904477,"VT012760",50,".","CG30158"
"3010","chr2R",6904083,6906189,"VT012761",50,".","CG30158"
"3011","chr2R",6905854,6907975,"VT012762",50,".","CG30158"
"3012","chr2R",6909387,6911487,"VT012764",50,".","CG30158"
"3013","chr2R",6911144,6913268,"VT012765",50,".","CG30158"
"3014","chr2R",6912932,6915021,"VT012766",50,".","CG30158"
"3015","chr2R",6914581,6916794,"VT012767",50,".","CG30158"
"3016","chr2R",6916463,6918572,"VT012768",50,".","CG30158"
"3017","chr2R",6918201,6920381,"VT012769",50,".","CG30158"
"3018","chr2R",6923364,6923958,"VT012771",50,".","CG3358"
"3019","chr2R",6924400,6927608,"VT012772",50,".","CG3358"
"3020","chr2R",6928756,6931173,"VT012773",50,".","mim"
"3021","chr2R",6942964,6945054,"VT012781",50,".","CheB42b"
"3022","chr2R",6948903,6950422,"VT012784",50,".",NA
"3023","chr2R",6959700,6961782,"VT012786",50,".",NA
"3024","chr2R",6962960,6965039,"VT012788",50,".",NA
"3025","chr2R",6971509,6972197,"VT012793",50,".","mim"
"3026","chr2R",6974942,6975314,"VT012795",50,".","Cyp6u1"
"3027","chr2R",7040513,7041608,"R58E01",1000,"+",NA
"3028","chr2R",7042092,7042611,"R54D05",1000,"+",NA
"3029","chr2R",7048822,7049879,"R96B12",1000,"+",NA
"3030","chr2R",7050076,7051105,"R88A08",1000,"+","lbm"
"3031","chr2R",7075260,7078447,"R79A12",1000,"+","esn"
"3032","chr2R",7077069,7080936,"R79B01",1000,"+","esn"
"3033","chr2R",7079853,7083023,"R79B09",1000,"+","esn"
"3034","chr2R",7082489,7086013,"R79A06",1000,"+",NA
"3035","chr2R",7087042,7091018,"R79B07",1000,"+","esn"
"3036","chr2R",7090260,7091555,"R79B03",1000,"+",NA
"3037","chr2R",7090385,7093837,"R79B08",1000,"+","esn"
"3038","chr2R",7095858,7098583,"R79A07",1000,"+",NA
"3039","chr2R",7098978,7101516,"R79A01",1000,"+","esn"
"3040","chr2R",7102966,7105860,"R79A11",1000,"+","esn"
"3041","chr2R",7105445,7109423,"R79B04",1000,"+","esn"
"3042","chr2R",7108524,7111457,"R79A08",1000,"+",NA
"3043","chr2R",7113515,7116260,"R79A03",1000,"+","esn"
"3044","chr2R",7118927,7119845,"R79A05",1000,"+","esn"
"3045","chr2R",7119858,7120595,"R79A09",1000,"+","esn"
"3046","chr2R",7120519,7124226,"R79A02",1000,"+",NA
"3047","chr2R",7123285,7125017,"R79A10",1000,"+",NA
"3048","chr2R",7278029,7278363,"R61A07",1000,"-",NA
"3049","chr2R",7317466,7319661,"VT012975",50,".","CG12164"
"3050","chr2R",7320704,7321616,"R27D01",1000,"-",NA
"3051","chr2R",7321622,7322603,"R27D04",1000,"-",NA
"3052","chr2R",7323296,7323916,"R27C03",1000,"-",NA
"3053","chr2R",7323927,7324621,"R27C05",1000,"-","Dscam1"
"3054","chr2R",7324699,7326642,"R27F11",1000,"-",NA
"3055","chr2R",7326759,7329314,"R27H04",1000,"-",NA
"3056","chr2R",7332354,7335574,"R28B12",1000,"-",NA
"3057","chr2R",7334890,7338881,"R28H05",1000,"-","Dscam1"
"3058","chr2R",7338253,7342016,"R28F04",1000,"-",NA
"3059","chr2R",7341234,7344319,"R28B09",1000,"-",NA
"3060","chr2R",7343650,7345899,"VT012989",50,".","Dscam1"
"3061","chr2R",7344480,7347417,"R28B01",1000,"-",NA
"3062","chr2R",7345321,7347457,"VT012990",50,".","Dscam1"
"3063","chr2R",7348945,7351215,"R27G04",1000,"-","Dscam1"
"3064","chr2R",7351272,7353843,"R27H06",1000,"-","Dscam1"
"3065","chr2R",7353911,7356730,"R28A05",1000,"-",NA
"3066","chr2R",7358466,7361745,"R28C03",1000,"-","Dscam1"
"3067","chr2R",7361832,7364202,"R27G10",1000,"-","Dscam1"
"3068","chr2R",7362867,7364971,"VT013000",50,".","Dscam1"
"3069","chr2R",7364319,7365982,"R27F06",1000,"-",NA
"3070","chr2R",7365988,7366547,"R27B11",1000,"-",NA
"3071","chr2R",7366939,7368417,"R27F02",1000,"-","Dscam1"
"3072","chr2R",7368706,7372472,"R28F05",1000,"-",NA
"3073","chr2R",7371730,7375377,"R28E05",1000,"-","Dscam1"
"3074","chr2R",7374772,7377574,"R28A04",1000,"-","Dscam1"
"3075","chr2R",7381695,7382078,"R57A04",1000,"-",NA
"3076","chr2R",7411234,7413345,"VT013027",50,".","CG1701"
"3077","chr2R",7412475,7414614,"VT013028",50,".","CG1701"
"3078","chr2R",7413387,7415977,"R14F05",1000,"+","so"
"3079","chr2R",7413771,7415861,"VT013029",50,".","so"
"3080","chr2R",7414849,7418722,"R15E06",1000,"+","so"
"3081","chr2R",7414948,7417117,"VT013030",50,".","so"
"3082","chr2R",7419850,7422731,"R14G05",1000,"+",NA
"3083","chr2R",7420666,7422767,"VT013033",50,".","so"
"3084","chr2R",7422114,7424274,"R14C11",1000,"+","so"
"3085","chr2R",7425188,7425905,"R13H11",1000,"+","so"
"3086","chr2R",7426119,7428234,"VT013036",50,".","CG11145"
"3087","chr2R",7426193,7430128,"R15E10",1000,"+","so"
"3088","chr2R",7428418,7430551,"VT013037",50,".","CG11145"
"3089","chr2R",7428802,7431169,"R14D09",1000,"+","so"
"3090","chr2R",7430101,7433751,"R15C09",1000,"+","so"
"3091","chr2R",7431695,7433949,"VT013039",50,".","so"
"3092","chr2R",7492398,7493433,"R61F08",1000,"-",NA
"3093","chr2R",7499805,7500138,"R57A02",1000,"-",NA
"3094","chr2R",7516054,7516789,"R61D06",1000,"-",NA
"3095","chr2R",7599948,7602077,"VT013120",50,".","HisT"
"3096","chr2R",7604785,7606883,"VT013123",50,".","HisT"
"3097","chr2R",7616426,7618526,"VT013127",50,".","HisT"
"3098","chr2R",7843892,7844569,"R36G02",1000,"-","Dgk"
"3099","chr2R",7845182,7845766,"R36F06",1000,"-",NA
"3100","chr2R",7847156,7850414,"R90D11",1000,"-",NA
"3101","chr2R",7847615,7848308,"R36G04",1000,"-","Dgk"
"3102","chr2R",7848374,7848915,"R36E12",1000,"-",NA
"3103","chr2R",7848913,7850749,"R39E10",1000,"-","Dgk"
"3104","chr2R",7912279,7914548,"VT013280",50,".","CG30377"
"3105","chr2R",7996437,7997271,"R12A07",1000,"-","Hey"
"3106","chr2R",7997370,7997868,"R11H06",1000,"-",NA
"3107","chr2R",8010511,8010939,"R54C05",1000,"-",NA
"3108","chr2R",8012673,8013812,"VT013330",50,".","CG14762"
"3109","chr2R",8014493,8015672,"R55A10",1000,"-","CG14762"
"3110","chr2R",8017543,8019754,"VT013332",50,".","CG14762"
"3111","chr2R",8017670,8020332,"R29F06",1000,"+",NA
"3112","chr2R",8019257,8021372,"VT013333",50,".","CG14762"
"3113","chr2R",8019582,8023600,"R30F05",1000,"+","Optix"
"3114","chr2R",8020931,8023058,"VT013334",50,".","CG14762"
"3115","chr2R",8022644,8024761,"VT013335",50,".","Optix"
"3116","chr2R",8022860,8026668,"R30D05",1000,"+","Optix"
"3117","chr2R",8024202,8026399,"VT013336",50,".","Optix"
"3118","chr2R",8027619,8029707,"VT013338",50,".","Optix"
"3119","chr2R",8028667,8031330,"R29F07",1000,"+","Optix"
"3120","chr2R",8033114,8035327,"VT013341",50,".","Optix"
"3121","chr2R",8033398,8034319,"R29C01",1000,"+","Optix"
"3122","chr2R",8034474,8038109,"R30B08",1000,"+","Optix"
"3123","chr2R",8036121,8038304,"VT013343",50,".","Optix"
"3124","chr2R",8037311,8041216,"R30D11",1000,"+","Optix"
"3125","chr2R",8037633,8039763,"VT013344",50,".","Optix"
"3126","chr2R",8039081,8041274,"VT013345",50,".","Optix"
"3127","chr2R",8044029,8046150,"VT013347",50,".","Optix"
"3128","chr2R",8044083,8046515,"R95A06",1000,"-",NA
"3129","chr2R",8045608,8047676,"VT013348",50,".","Optix"
"3130","chr2R",8045689,8048863,"R95A04",1000,"-","CG12769"
"3131","chr2R",8048594,8050875,"VT013350",50,".","CG12769"
"3132","chr2R",8050492,8053662,"R95A03",1000,"-",NA
"3133","chr2R",8054997,8055774,"R36G12",1000,"-","CG12769"
"3134","chr2R",8058434,8061779,"R41B01",1000,"-",NA
"3135","chr2R",8061150,8065266,"R42G04",1000,"-",NA
"3136","chr2R",8081475,8081896,"R30G12",1000,"-",NA
"3137","chr2R",8135063,8137955,"R90C03",1000,"-","Obp44a"
"3138","chr2R",8230328,8232366,"VT013448",50,".","dpn"
"3139","chr2R",8230471,8231632,"R12B03",1000,"-","dpn"
"3140","chr2R",8233451,8236963,"R13C02",1000,"-","dpn"
"3141","chr2R",8234145,8235355,"VT013450",50,".","dpn"
"3142","chr2R",8234788,8237319,"VT013451",50,".","pnut"
"3143","chr2R",8240105,8242401,"VT013452",50,".","pnut"
"3144","chr2R",8243604,8245733,"VT013454",50,".","pnut"
"3145","chr2R",8246947,8249037,"VT013456",50,".","CG14760"
"3146","chr2R",8248586,8250687,"VT013457",50,".","CG14760"
"3147","chr2R",8250208,8252493,"VT013458",50,".","CG14760"
"3148","chr2R",8318400,8320565,"VT013497",50,".","mir-280"
"3149","chr2R",8320070,8322262,"VT013498",50,".","mir-280"
"3150","chr2R",8323506,8325897,"VT013500",50,".","mir-280"
"3151","chr2R",8327010,8329196,"VT013502",50,".","mir-280"
"3152","chr2R",8331185,8333455,"VT013504",50,".","mir-280"
"3153","chr2R",8332994,8335161,"VT013505",50,".","mir-280"
"3154","chr2R",8334783,8336874,"VT013506",50,".","mir-280"
"3155","chr2R",8340054,8342125,"VT013509",50,".","mir-280"
"3156","chr2R",8348353,8350455,"VT013513",50,".","CG11635"
"3157","chr2R",8349788,8351942,"VT013514",50,".","CG11635"
"3158","chr2R",8351257,8353397,"VT013515",50,".","CG11635"
"3159","chr2R",8352658,8354827,"VT013516",50,".",NA
"3160","chr2R",8372209,8374866,"R10E09",1000,"+",NA
"3161","chr2R",8373509,8375873,"VT013528",50,".","CG8701"
"3162","chr2R",8373515,8377399,"R11F08",1000,"+","pdm3"
"3163","chr2R",8375302,8377404,"VT013529",50,".",NA
"3164","chr2R",8376671,8380093,"R11B09",1000,"+","pdm3"
"3165","chr2R",8378551,8380718,"VT013531",50,".","CG8701"
"3166","chr2R",8379406,8382291,"R10G03",1000,"+","pdm3"
"3167","chr2R",8380169,8382271,"VT013532",50,".","CG8701"
"3168","chr2R",8381194,8384334,"R10H09",1000,"+","pdm3"
"3169","chr2R",8381754,8383856,"VT013533",50,".","CG8701"
"3170","chr2R",8383757,8387043,"R11A11",1000,"+","pdm3"
"3171","chr2R",8387367,8388109,"VT013536",50,".","CG8701"
"3172","chr2R",8388194,8389106,"R10A11",1000,"+","pdm3"
"3173","chr2R",8389473,8390204,"R10A06",1000,"+",NA
"3174","chr2R",8391678,8393581,"R10C06",1000,"+","pdm3"
"3175","chr2R",8393391,8395637,"VT013541",50,".",NA
"3176","chr2R",8393709,8394602,"R10A10",1000,"+","pdm3"
"3177","chr2R",8394582,8395058,"R10A01",1000,"+",NA
"3178","chr2R",8475527,8476578,"R70C07",1000,"-","mtt"
"3179","chr2R",8476630,8479353,"R70C02",1000,"-","mtt"
"3180","chr2R",8479418,8479886,"R70C06",1000,"-",NA
"3181","chr2R",8480535,8481261,"R70D03",1000,"-",NA
"3182","chr2R",8482013,8482658,"R70C05",1000,"-","mtt"
"3183","chr2R",8482229,8484369,"VT013582",50,".","mtt"
"3184","chr2R",8483216,8483631,"R70C12",1000,"-","mtt"
"3185","chr2R",8483750,8486213,"R70C04",1000,"-",NA
"3186","chr2R",8486223,8486869,"R70E05",1000,"-","mtt"
"3187","chr2R",8486963,8489272,"R70E04",1000,"-","mtt"
"3188","chr2R",8489203,8490590,"R70C03",1000,"-",NA
"3189","chr2R",8492386,8493270,"R70D06",1000,"-","mtt"
"3190","chr2R",8495563,8497507,"R70D02",1000,"-",NA
"3191","chr2R",8497679,8499787,"VT013590",50,".","mtt"
"3192","chr2R",8499439,8501645,"VT013591",50,".","mtt"
"3193","chr2R",8499733,8503050,"R70C11",1000,"-","mtt"
"3194","chr2R",8501261,8503347,"VT013592",50,".","mtt"
"3195","chr2R",8502489,8506340,"R70D11",1000,"-",NA
"3196","chr2R",8503055,8505131,"VT013593",50,".","mtt"
"3197","chr2R",8504833,8506945,"VT013594",50,".","mtt"
"3198","chr2R",8506611,8508680,"VT013595",50,".","mtt"
"3199","chr2R",8508386,8510474,"VT013596",50,".","mtt"
"3200","chr2R",8510171,8512258,"VT013597",50,".","mtt"
"3201","chr2R",8510447,8513524,"R70E06",1000,"-","mtt"
"3202","chr2R",8512172,8514769,"R70D07",1000,"-","mtt"
"3203","chr2R",8513497,8515524,"R70C01",1000,"-","mtt"
"3204","chr2R",8513733,8515829,"VT013599",50,".","mtt"
"3205","chr2R",8514742,8518227,"R70C09",1000,"-","mtt"
"3206","chr2R",8515486,8517592,"VT013600",50,".","mtt"
"3207","chr2R",8517550,8520234,"R70E02",1000,"-","mtt"
"3208","chr2R",8519004,8521230,"VT013602",50,".","mtt"
"3209","chr2R",8519064,8521115,"R70E03",1000,"-","mtt"
"3210","chr2R",8522393,8525722,"R70D01",1000,"-","mtt"
"3211","chr2R",8523184,8525372,"VT013604",50,".","mtt"
"3212","chr2R",8524826,8527009,"VT013605",50,".","mtt"
"3213","chr2R",8525021,8527302,"R70E08",1000,"-","mtt"
"3214","chr2R",8526513,8528611,"VT013606",50,".","mtt"
"3215","chr2R",8528743,8532544,"R70C10",1000,"-","mtt"
"3216","chr2R",8529793,8531984,"VT013608",50,".","mtt"
"3217","chr2R",8531209,8532965,"R70E10",1000,"-","mtt"
"3218","chr2R",8533745,8536819,"R70D05",1000,"-",NA
"3219","chr2R",8533812,8535941,"VT013610",50,".","mtt"
"3220","chr2R",8535613,8537713,"VT013611",50,".","mtt"
"3221","chr2R",8536317,8538970,"R70D04",1000,"-","mtt"
"3222","chr2R",8537404,8539487,"VT013612",50,".","mtt"
"3223","chr2R",8539117,8541255,"VT013613",50,".","mtt"
"3224","chr2R",8540240,8543628,"R70D08",1000,"-",NA
"3225","chr2R",8542772,8544853,"VT013615",50,".","CG12780"
"3226","chr2R",8544469,8546661,"VT013616",50,".","CG12780"
"3227","chr2R",8546283,8548521,"VT013617",50,".","CG12780"
"3228","chr2R",8546549,8549298,"R70E09",1000,"-","mtt"
"3229","chr2R",8548099,8550288,"VT013618",50,".","CG12780"
"3230","chr2R",8549822,8551990,"VT013619",50,".","CG12780"
"3231","chr2R",8599930,8600516,"R61G02",1000,"+",NA
"3232","chr2R",8601200,8602805,"R60G11",1000,"+",NA
"3233","chr2R",8602166,8606128,"R67E12",1000,"+",NA
"3234","chr2R",8605341,8608337,"R67A02",1000,"+","rgr"
"3235","chr2R",8608496,8609074,"R60D11",1000,"+",NA
"3236","chr2R",8615043,8616834,"VT013653",50,".","Cirl"
"3237","chr2R",8617986,8620230,"VT013654",50,".","Cirl"
"3238","chr2R",8618992,8620556,"R50H10",1000,"+",NA
"3239","chr2R",8619125,8621339,"VT013655",50,".","Cirl"
"3240","chr2R",8625089,8625489,"VT013656",50,".","Vps25"
"3241","chr2R",8636035,8637664,"R69F04",1000,"+","ptc"
"3242","chr2R",8636912,8640562,"R69F05",1000,"+","ptc"
"3243","chr2R",8637182,8639309,"VT013662",50,".","CG8635"
"3244","chr2R",8638929,8641006,"VT013663",50,".","CG8635"
"3245","chr2R",8639632,8643063,"R69F06",1000,"+","ptc"
"3246","chr2R",8640583,8642770,"VT013664",50,".","ptc"
"3247","chr2R",8642254,8644403,"VT013665",50,".","ptc"
"3248","chr2R",8642518,8644921,"R69F07",1000,"+","ptc"
"3249","chr2R",8643929,8647142,"R69F08",1000,"+","ptc"
"3250","chr2R",8643942,8646112,"VT013666",50,".","ptc"
"3251","chr2R",8645645,8649098,"R69F09",1000,"+",NA
"3252","chr2R",8649544,8651804,"VT013669",50,".","ptc"
"3253","chr2R",8650515,8653541,"R69F10",1000,"+","ptc"
"3254","chr2R",8651308,8653452,"VT013670",50,".","ptc"
"3255","chr2R",8652520,8655853,"R69F11",1000,"+","ptc"
"3256","chr2R",8652868,8655117,"VT013671",50,".","ptc"
"3257","chr2R",8654530,8656673,"VT013672",50,".","ptc"
"3258","chr2R",8656223,8658323,"VT013673",50,".","ptc"
"3259","chr2R",8657375,8660008,"R69G01",1000,"+","ptc"
"3260","chr2R",8660435,8660926,"VT013675",50,".","ptc"
"3261","chr2R",8660479,8660868,"R69G02",1000,"+",NA
"3262","chr2R",8662643,8663702,"VT013676",50,".",NA
"3263","chr2R",8665136,8665905,"VT013677",50,".","ptc"
"3264","chr2R",8665803,8666214,"R15G04",1000,"+","Acsl"
"3265","chr2R",8666222,8666819,"R15G12",1000,"+",NA
"3266","chr2R",8666761,8670792,"R17F05",1000,"+","Acsl"
"3267","chr2R",8670739,8672097,"R16A10",1000,"+",NA
"3268","chr2R",8672335,8674759,"R16D08",1000,"+",NA
"3269","chr2R",8674760,8676178,"R16B02",1000,"+",NA
"3270","chr2R",8676569,8678473,"R18C01",1000,"+",NA
"3271","chr2R",8679059,8680568,"R16B07",1000,"+",NA
"3272","chr2R",8734256,8735858,"VT013712",50,".","blo"
"3273","chr2R",8793709,8796594,"VT013741",50,".","CG8746"
"3274","chr2R",8857064,8859981,"R14G09",1000,"+","RyR"
"3275","chr2R",8860355,8862881,"R14E11",1000,"+",NA
"3276","chr2R",8862972,8865881,"R14G08",1000,"+","RyR"
"3277","chr2R",8866032,8867028,"R14A04",1000,"+",NA
"3278","chr2R",8870992,8872249,"R14B02",1000,"+","RyR"
"3279","chr2R",8875025,8875381,"R13G08",1000,"+","RyR"
"3280","chr2R",8877594,8878162,"R13H05",1000,"+",NA
"3281","chr2R",8878586,8879261,"R13H07",1000,"+",NA
"3282","chr2R",8881915,8882330,"R13G11",1000,"+",NA
"3283","chr2R",8882390,8883107,"R13H10",1000,"+",NA
"3284","chr2R",8901410,8902226,"R15H09",1000,"+",NA
"3285","chr2R",8961477,8963271,"VT013827",50,".","spab"
"3286","chr2R",8963483,8965589,"VT013828",50,".","spab"
"3287","chr2R",8963971,8964383,"R55H06",1000,"-",NA
"3288","chr2R",8964459,8965283,"R56B05",1000,"-","spab"
"3289","chr2R",8965455,8968191,"R56F10",1000,"-",NA
